price,square,apartment_type,apartment_floor,total_floors,adress,metro_station,distance_to_station
19694946,"59,3",2-к. квартира,5,9,"ш. Очаковское, корп. 3.4",Аминьевская,0.5
12938940,"32,6",1-к. квартира,19,21,"ш. Очаковское, корп. 3.1",Аминьевская,0.5
13458888,"34,9",1-к. квартира,14,21,"ш. Очаковское, корп. 3.3",Аминьевская,0.5
22370202,"71,2",2-к. квартира,4,21,"ш. Очаковское, корп. 3.5",Аминьевская,0.5
15714054,44,1-к. квартира,19,21,"ш. Очаковское, корп. 3.1",Аминьевская,0.5
21357492,"69,3",2-к. квартира,2,9,"ш. Очаковское, корп. 3.6",Аминьевская,0.5
17670684,"53,6",2-к. квартира,10,21,"ш. Очаковское, корп. 3.5",Аминьевская,0.5
19487187,"60,1",2-к. квартира,4,9,"ш. Очаковское, корп. 3.6",Аминьевская,0.5
14728645,42,1-к. квартира,20,21,"ш. Очаковское, корп. 3.3",Аминьевская,0.5
20400000,"74,7",4-к. квартира,1,5,"Профсоюзная ул., 17к1",Профсоюзная,0.2
19209500,"88,1",3-к. квартира,5,33,"ул. Амурская, стр. 2",Локомотив,0.5
8499000,35,1-к. квартира,3,5,"Братская ул., 27к2",Перово,0.7
103000000,"187,5",2-к. апартаменты,40,85,"1-й Красногвардейский пр-д, д. 21, стр. 2",Международная,0.1
18094587,"55,9",1-к. квартира,4,28,"ул. Автозаводская, вл. 23/66",Нагатинская,1.1
25907000,"58,3",2-к. квартира,13,27,"ул. Дубининская, стр. 1",Серпуховская,1.1
25507000,"70,3",2-к. квартира,3,22,"пр-т Андропова, вл. 9/1",Технопарк,0.4
4500000,"18,5",Квартира-студия,1,11,"б-р Андрея Тарковского, 8",Рассказовка,1.0
16000000,46,2-к. апартаменты,30,38,"Новодмитровская ул., 2к1А",Дмитровская,0.6
51999990,"148,6",4-к. квартира,17,25,"Нежинская ул., 8к1",Давыдково,1.3
4300000,"19,3",Квартира-студия,1,17,"Боровское ш., 21",Боровское шоссе,0.2
6904600,"18,2",Квартира-студия,2,9,"Большой Коптевский пр., 3с7",Аэропорт,0.9
11000460,"41,7",1-к. квартира,18,21,"ул. Озёрная, стр. 2.3",Озёрная,0.7
17800018,"35,1",1-к. апартаменты,6,10,"Стремянный пер., вл. 2",Павелецкая,0.3
25000000,60,2-к. квартира,42,53,"пр-д Серебрякова, вл. 11-13",Свиблово,0.8
350178300,275,5-к. квартира,3,4,"Островной пр., 8",Терехово,1.4
6500000,"17,8",Апартаменты-студия,1,2,"Борисовская ул., 9",Измайлово,0.5
12500000,"47,5",1-к. апартаменты,7,14,"пр-т Новоясеневский, вл. 3",Тёплый стан,1.0
24313692,"74,1",2-к. квартира,4,12,"ул. Барклая, вл. 6, 6Т, стр. 3",Багратионовская,0.6
3690000,"16,3",Квартира-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
10690000,"43,5",2-к. квартира,2,9,"Литовский б-р, 3к2",Ясенево,1.2
37999999,238,Своб. планировка,14,14,"ул. Вавилова, 97",Новые Черёмушки,1.0
20000000,"47,2",2-к. квартира,4,5,"Хомутовский тупик, 4к2",Красные ворота,0.5
19092080,"82,4",3-к. квартира,16,16,"ул. Лобненская, 13к3",Селигерская,2.7
28000000,"89,2",4-к. квартира,4,5,"Большая Садовая ул., 3с7",Маяковская,0.4
5200000,"23,9",Квартира-студия,1,9,"Ферганская ул., 30",Юго-Восточная,0.8
8853000,"39,2",1-к. квартира,6,16,"Волочаевская ул., 18",Площадь Ильича,0.9
4200000,"14,7",Квартира-студия,1,9,"Елецкая ул., 16к2",Домодедовская,0.9
15990000,60,2-к. квартира,2,25,"Симферопольский б-р, 30к3",Чертановская,0.3
14744966,"85,2",3-к. квартира,2,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
34300000,81,2-к. квартира,11,12,"Большая Почтовая ул., 28",Электрозаводская,0.6
9700000,"40,8",2-к. квартира,2,5,"Волгоградский пр-т, 148к2",Кузьминки,1.5
15730000,"58,1",2-к. квартира,11,22,"Дмитровское ш., 107к1",Селигерская,1.7
14900000,"77,5",2-к. апартаменты,11,21,"Тайнинская ул., 9",Медведково,1.5
22400000,56,2-к. квартира,11,12,"Холодильный пер., 4",Тульская,0.1
10500000,"32,5",1-к. квартира,2,9,"ул. Генерала Тюленева, 31",Тёплый стан,0.9
21800000,86,2-к. квартира,5,25,"Балаклавский пр-т, д. 15",Чертановская,0.9
22230000,"64,4",2-к. апартаменты,17,19,"Новоалексеевская ул., 16к2",Алексеевская,0.6
22300000,"65,2",2-к. квартира,11,25,"Кастанаевская ул., 65",Кунцевская,0.4
50676831,108,4-к. квартира,11,19,"наб. Симоновская, корп. 10",Автозаводская,0.9
26000000,43,2-к. квартира,2,10,"Фрунзенская наб., 50",Фрунзенская,1.0
10000000,"41,4",2-к. квартира,7,12,"Большой Матросский пер., 1",Электрозаводская,0.9
41678780,"64,9",1-к. квартира,20,21,"ул. Сергея Макеева, д. 9, корп. 3",Улица 1905 года,0.7
14500000,"38,3",1-к. квартира,3,25,"Домостроительная ул., 14",Говорово,0.6
12000000,41,2-к. квартира,1,5,"1-я Радиаторская ул., 11",Войковская,0.3
11500000,"35,5",1-к. квартира,5,6,"Нагатинская ул., 30",Коломенская,0.4
2998000,10,Квартира-студия,1,9,"Совхозная ул., 16",Люблино,0.3
3500000,30,1-к. квартира,1,3,"Щёлковское ш., 100к5",Щёлковская,2.3
8766000,"38,3",1-к. квартира,15,21,"жилой комплекс Южные Сады, к1.3",Бунинская аллея,1.0
5147017,"19,5",Апартаменты-студия,2,21,"Автомобильный пр., 4",Волгоградский проспект,0.9
3300000,"13,1",Квартира-студия,1,14,"Москва, Краснодонская улица, 42",Братиславская,1.0
10000000,38,1-к. квартира,9,17,"Высокая ул., 7",Коломенская,0.6
11900000,"57,1",2-к. квартира,12,33,"Ижорская ул., вл. 6",Ховрино,1.6
5900000,20,Квартира-студия,2,5,"Московско-Казанский пер., 11-15",Красносельская,0.5
10300000,40,1-к. квартира,15,23,"ул. Маресьева, д. 4",Некрасовка,1.1
4700000,20,Квартира-студия,1,11,"б-р Андрея Тарковского, 8",Рассказовка,1.0
13200000,57,2-к. квартира,4,12,"Липецкая ул., 11к1",Орехово,3.3
16350000,"52,9",2-к. апартаменты,10,24,"пр-т Нахимовский, вл. 31, корп. 2",Профсоюзная,1.5
22500000,"64,1",3-к. квартира,1,12,"ул. Архитектора Власова, 47",Новые Черёмушки,0.8
18100000,"42,9",1-к. квартира,8,13,"ул. Винницкая, вл. 8",Раменки,0.5
8316820,"38,9",1-к. квартира,5,9,"п. Сосенское, кв-л No183",Коммунарка,1.8
4450000,19,Квартира-студия,1,17,"Лукинская ул., 7",Новопеределкино,1.1
350178300,"252,1",5-к. квартира,5,8,"Хилков пер., 1",Парк культуры,0.3
15102808,"51,3",2-к. квартира,7,33,"Очаковское ш., стр. 1.1",Аминьевская,0.3
12000000,44,2-к. квартира,5,5,"Вятская ул., 53",Дмитровская,0.2
5000000,"20,3",Квартира-студия,1,9,"Дмитровское ш., 43к1",Петровско-Разумовская,0.4
10900000,38,2-к. квартира,4,9,"ул. Академика Скрябина, 26к5",Рязанский проспект,1.2
13000000,44,2-к. квартира,5,12,"Большой Тишинский пер., 41",Улица 1905 года,0.7
3850000,16,Квартира-студия,1,12,"Бартеневская ул., 57",Бунинская аллея,0.9
23000000,84,3-к. квартира,5,5,"7-я Парковая ул., 23",Первомайская,0.8
13044780,"52,2",2-к. квартира,7,33,"ул. Озёрная, стр. 2.3",Озёрная,0.7
3598000,12,Квартира-студия,1,9,"Совхозная ул., 16",Люблино,0.3
3950000,29,Квартира-студия,3,3,"д. Рассказовка, 5-я Боровская ул., 76",Рассказовка,0.6
13999000,"42,3",2-к. квартира,21,23,"пр-д Каширский, вл. 25, корп. 4",Варшавская,0.5
24500000,44,1-к. квартира,16,20,"ул. Мантулинская, д. 9, корп. 5",Выставочная,0.5
10000000,52,2-к. квартира,6,17,"Дубнинская ул., 27к1",Верхние Лихоборы,1.0
3450000,20,Апартаменты-студия,1,23,"Нагатинская наб., 44к3",Коломенская,1.2
39980000,"65,2",2-к. квартира,4,15,"Ленинградский пр-т, 29к4",Динамо,0.5
13800000,65,3-к. квартира,7,9,"Вешняковская ул., 19",Новогиреево,2.2
3500000,12,Квартира-студия,1,17,"пр-т Защитников Москвы, 3к1",Некрасовка,0.9
33200000,"117,9",4-к. квартира,19,20,"пр. Серебрякова, 11к1",Ботанический сад,0.8
19990000,69,4-к. квартира,8,8,"Мосфильмовская ул., 6",Парк Победы,1.5
4300000,"13,5",Квартира-студия,1,9,"пр. Якушкина, 3",Отрадное,0.4
4950000,"24,7",Квартира-студия,1,17,"пр-т Защитников Москвы, 3к1",Некрасовка,0.9
4950000,21,Квартира-студия,1,12,"пр-т Защитников Москвы, 3к1",Некрасовка,0.9
10900000,"50,7",2-к. квартира,12,14,,Зеленоград,
6480000,24,Апартаменты-студия,1,1,"ул. Ибрагимова, 35с2",Семёновская,0.9
9000000,"31,9",1-к. квартира,1,9,"Профсоюзная ул., 85к1",Беляево,0.2
9000000,"31,9",1-к. квартира,1,9,"Профсоюзная ул., 85к1",Беляево,0.2
3300000,"13,1",Квартира-студия,1,14,"Краснодонская ул., 42",Братиславская,1.0
275000000,"582,5",6-к. квартира,19,21,"Минская ул., 1Гк2",Ломоносовский проспект,1.2
25480000,"54,3",2-к. квартира,3,9,"Ленинский пр-т, 82/2",Университет,1.3
6240000,"38,9",1-к. квартира,12,12,"Коломенская наб., 26к1",Коломенская,1.8
1729580000,"417,3",4-к. квартира,13,14,"пер. Большой Толмачёвский, стр. 1,3,4,4а,12,13,14,15, вл. 5",Третьяковская,0.3
15000000,52,2-к. квартира,3,17,"ул. Академика Скрябина, 6к2",Рязанский проспект,0.3
13900000,"46,4",1-к. квартира,2,8,"ул. Татьянин Парк, 12к6",Говорово,0.6
18399000,"74,7",3-к. квартира,2,5,"ул. Нижняя Масловка, 5к2",Савёловская,0.4
38000000,"119,1",3-к. квартира,7,20,"ул. Академика Волгина, 8Ак1",Беляево,1.2
12000000,45,2-к. квартира,1,12,"ул. 800-летия Москвы, 16к1",Селигерская,1.3
27287130,"94,6",3-к. квартира,4,9,"ш. Очаковское, корп. 3.4",Аминьевская,0.5
26122182,"88,7",3-к. квартира,5,21,"ш. Очаковское, корп. 3.1",Аминьевская,0.5
24815996,"83,1",3-к. квартира,4,21,"ш. Очаковское, корп. 3.5",Аминьевская,0.5
28467522,"92,9",3-к. квартира,4,9,"ш. Очаковское, корп. 3.8",Аминьевская,0.5
22940575,"76,8",3-к. квартира,8,21,"ш. Очаковское, корп. 3.3",Аминьевская,0.5
24000000,51,1-к. квартира,15,18,"ул. Мосфильмовская, д. 88, корп. 4, секц. 2",Раменки,0.9
27267520,"92,1",3-к. квартира,19,21,"ш. Очаковское, корп. 3.7",Аминьевская,0.5
6900000,"31,6",1-к. квартира,3,6,"с. Ромашково, Железнодорожная ул., 34",Молодёжная,3.9
94500000,"120,5",4-к. квартира,6,10,"ул. Новослободская, д. 24А, стр. 1",Менделеевская,0.1
35000000,"87,6",3-к. квартира,4,21,"Мосфильмовская ул., 88к2с6",Раменки,0.9
3800000,10,Квартира-студия,1,9,"ул. Декабристов, 24А",Отрадное,0.3
10500000,44,2-к. квартира,5,9,"Зеленодольская ул., 16",Окская,0.5
8814850,"51,7",2-к. квартира,7,14,"п. Десеновское, ул. 2-я Нововатутинская, жилые дома",,
14700000,42,2-к. квартира,3,12,"б-р Андрея Тарковского, 9",Рассказовка,1.1
19350000,52,2-к. квартира,15,17,"Болотниковская ул., 36к2",Нахимовский проспект,0.8
8300000,"31,8",1-к. квартира,2,5,"Байкальская ул., 30к1",Щёлковская,0.8
8400000,"33,3",1-к. квартира,4,9,"ул. Старый Гай, 10",Новогиреево,1.5
16691610,"38,1",2-к. квартира,13,20,"жилой комплекс Западный Порт, корп. 4",Фили,0.3
11153358,"30,9",Квартира-студия,9,21,"ш. Очаковское, корп. 3.3",Аминьевская,0.5
9888535,"24,4",Квартира-студия,5,21,"ш. Очаковское, корп. 3.7",Аминьевская,0.5
23785926,"79,3",4-к. квартира,18,21,"ш. Очаковское, корп. 3.3",Аминьевская,0.5
10104320,"25,6",Квартира-студия,17,21,"ш. Очаковское, корп. 3.7",Аминьевская,0.5
10103216,"26,1",Квартира-студия,8,21,"ш. Очаковское, корп. 3.1",Аминьевская,0.5
10269532,"23,1",Квартира-студия,8,9,"ш. Очаковское, корп. 3.2",Аминьевская,0.5
10903086,"28,9",Квартира-студия,7,21,"ш. Очаковское, корп. 3.5",Аминьевская,0.5
40000000,87,3-к. квартира,3,7,"Крылатская ул., 45к3",Крылатское,1.6
14152585,"69,7",2-к. квартира,10,15,"п. Десёновское, ул. Чароитовая , д. 1, корп. 6",,
9700000,41,2-к. квартира,2,5,"Волгоградский пр-т, 148к2",Кузьминки,1.5
16700000,"49,4",1-к. квартира,25,44,"Ходынская ул., 2",Улица 1905 года,0.7
12350000,41,1-к. квартира,9,11,"ул. Коминтерна, 15с1",Бабушкинская,1.7
4450000,20,Квартира-студия,1,12,"Бартеневская ул., 57",Бунинская аллея,0.9
3900000,"15,9",Квартира-студия,2,14,"ул. Адмирала Лазарева, 11",Бульвар адмирала Ушакова,0.2
16950000,78,3-к. квартира,4,8,"Дмитровское ш., 46к1",Окружная,0.6
10550000,"38,6",1-к. апартаменты,9,23,"пр-т Нахимовский, вл. 31, корп. 2",Профсоюзная,1.5
12593530,51,2-к. квартира,12,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
7336022,"25,5",Квартира-студия,14,33,"ш. Открытое, вл. 18/1, корп. 1.4",Бульвар Рокоссовского,0.8
3800000,"16,3",Квартира-студия,1,9,"Россошанская ул., 13к2",Улица академика Янгеля,0.9
6500000,"41,1",2-к. квартира,4,5,"Коптевская ул., 8",Балтийская,1.5
49500000,"55,2",3-к. квартира,3,10,"ул. Серафимовича, 2",Кропоткинская,0.6
49500000,"55,2",3-к. квартира,3,10,"ул. Серафимовича, 2",Кропоткинская,0.6
9036235,"32,5",1-к. квартира,6,33,"ул. Амурская, стр. 2",Локомотив,0.5
6230000,40,2-к. квартира,4,12,"ул. Буракова, 9",Соколиная гора,1.2
3850000,14,Квартира-студия,1,12,"3-й Дорожный пр., 6к2",Улица академика Янгеля,1.0
12340000,"53,9",2-к. квартира,4,8,"Профсоюзная ул., 13",Профсоюзная,0.4
59000000,150,Своб. планировка,7,14,"пр-т Вернадского, 94к5",Тропарёво,0.7
9776538,"36,6",2-к. квартира,15,17,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 4",Прокшино,0.8
3800000,"17,6",Квартира-студия,1,17,"Боровское ш., 23",Боровское шоссе,0.3
9219933,"25,5",Квартира-студия,7,33,"ул. Руставели, д. 8",Бутырская,0.4
7950000,"31,3",1-к. квартира,12,17,"ул. Маршала Ерёменко, 5к3",Некрасовка,1.5
13390000,"59,6",2-к. квартира,12,22,"Боровское ш., 33",Новопеределкино,0.4
6600000,"33,8",1-к. квартира,21,25,"г. Зеленоград, Георгиевский пр-т, стр. 1.2",,
17417612,"81,5",3-к. квартира,2,16,"п. Сосенское, д. Бачурино, д. 7",Улица Горчакова,2.2
49999997,"123,5",6-к. квартира,6,8,"ул. Дениса Давыдова, 7",Парк Победы,0.3
3800000,"12,7",Квартира-студия,2,7,"Дмитровское ш., 52к1",Окружная,0.3
8416896,42,2-к. квартира,9,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
10075975,"55,9",2-к. квартира,1,14,"п. Десёновское, ул. Чароитовая, д. 1, корп. 3",,
14515950,"70,5",2-к. квартира,10,15,"по Десёновское, ул. Чароитовая, д. 1, корп. 2",,
10306809,"50,8",2-к. квартира,5,17,"п. Десёновское, ш. Калужское, уч. 26, стр. 13",,
10814420,"59,6",2-к. квартира,1,14,"п. Десёновское, ул. Чароитовая, д. 1, корп. 3",,
11535210,"60,6",2-к. квартира,2,14,"п. Десёновское, ул. Чароитовая, д. 1, корп. 3",,
9629200,"53,2",2-к. квартира,1,14,"по Десёновское, ул. Чароитовая, д. 1, корп. 4",,
9911160,"50,4",2-к. квартира,4,9,"по Десёновское, ул. Чароитовая, д. 1, корп. 4",,
9852165,"50,1",2-к. квартира,4,9,"по Десёновское, ул. Чароитовая, д. 1, корп. 2",,
5042481,17,Апартаменты-студия,2,21,"Автомобильный пр., 4",Волгоградский проспект,0.9
110000000,"118,3",3-к. квартира,6,15,"Большая Грузинская ул., 19",Баррикадная,0.7
23000000,"102,4",4-к. квартира,20,22,"ул. Василия Петушкова, 21к2",Волоколамская,1.3
12340000,69,2-к. квартира,21,25,"ул. Васильцовский Стан, 7к1",Текстильщики,1.3
28700000,"81,8",4-к. квартира,5,33,"пр-д Причальный, вл. 8",Шелепиха,0.7
16527074,"82,9",3-к. квартира,15,15,"дер. Николо-Хованское, д. 6",Прокшино,0.8
16288468,"51,6",2-к. квартира,2,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
9000000,42,1-к. квартира,5,12,"3-й Балтийский пер., 6к3",Сокол,1.2
27999990,67,1-к. квартира,18,30,"1-я ул. Машиностроения, 10",Дубровка,0.6
8850000,"25,6",Квартира-студия,9,9,"ул. Нижегородская, д. 74",Новохохловская,1.0
544721800,"194,7",4-к. квартира,2,7,"Гранатный пер., 6",Баррикадная,0.7
35500000,"84,8",3-к. квартира,16,16,"Чонгарский б-р, 26Ак2",Каховская,0.3
35300000,"61,1",2-к. апартаменты,4,8,"ул. Казакова, вл. 7",Курская,0.6
3750000,"17,5",Квартира-студия,1,12,"ул. Корнейчука, 16",Алтуфьево,1.5
4900000,18,Квартира-студия,1,9,"пр. Якушкина, 3",Отрадное,0.5
6897144,"32,3",1-к. квартира,11,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
6557037,"29,7",1-к. квартира,6,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
6948177,"31,4",1-к. квартира,14,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
6387077,"31,5",1-к. квартира,14,17,"п. Десёновское, ш. Калужское, уч. 26, стр. 14",,
7100000,"17,2",Квартира-студия,1,5,"Оружейный пер., 13с2",Маяковская,0.3
8936330,"32,5",1-к. квартира,2,33,"ул. Амурская, стр. 2",Локомотив,0.5
5200000,"15,5",Квартира-студия,2,20,"ул. Коминтерна, 15с1",Бабушкинская,1.7
2650000,10,Квартира-студия,1,12,"ул. Корнейчука, 16",Алтуфьево,1.5
27500000,"77,9",3-к. квартира,14,15,"ул. Адмирала Макарова, вл. 6, корп. 6",Водный стадион,0.5
14490000,51,2-к. квартира,6,16,"ул. Мусы Джалиля, 23/56",Шипиловская,0.1
11600000,"56,7",2-к. квартира,5,5,"1-я Новокузьминская ул., 23к2",Рязанский проспект,0.3
11549162,53,2-к. квартира,8,9,"дер. Николо-Хованское, д. 5",Прокшино,0.9
13779281,"68,7",2-к. квартира,2,12,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
7100000,"17,2",Квартира-студия,1,5,"Оружейный пер., 13с3",Маяковская,0.4
31500000,"76,4",3-к. квартира,10,23,"Гжатская ул., 5к4",Давыдково,0.9
21200000,62,3-к. квартира,2,7,"Малая Остроумовская ул., 1Г",Сокольники,0.9
18388980,"106,5",4-к. квартира,2,23,"ул. Маресьева, д. 5",Некрасовка,1.0
8790000,36,1-к. квартира,7,12,"Петровско-Разумовский пр., 20",Петровский парк,1.0
106575359,"167,8",4-к. квартира,20,40,"пр-т Ленинградский, д. 37/6",Аэропорт,0.9
14920000,"59,6",3-к. квартира,1,10,"пр-т Вернадского, 95к2",Юго-Западная,0.8
11499306,61,2-к. квартира,14,21,"пос. Московский, стр. 1",Филатов луг,2.6
30252279,"143,5",3-к. квартира,46,56,"пр-т Мира, д. 188Б, корп. 1",Ростокино,0.8
15600000,"74,9",3-к. квартира,13,22,"Родниковая ул., 30к1",Саларьево,1.4
17000000,70,3-к. квартира,12,12,"Юго-Западный административный округ, район Тёплый Стан",Тёплый стан,1.1
11900000,64,2-к. квартира,4,5,"с. Ромашково, Железнодорожная ул., 38",Молодёжная,3.9
9599000,55,2-к. квартира,3,22,"рабочий пос. Новоивановское, б-р Эйнштейна, 1",,
15378880,"74,8",3-к. квартира,10,33,"Кавказский б-р, жилые дома",Кантемировская,1.3
4402800,"19,6",Квартира-студия,14,25,"г. Зеленоград, Георгиевский пр-т, стр. 1.1",,
11800000,"49,9",2-к. квартира,4,5,"ул. Маршала Конева, 7",Октябрьское поле,0.4
3200000,12,Квартира-студия,1,9,"Сумской пр., 5к2",Чертановская,0.9
5300000,"22,5",Квартира-студия,1,8,"б-р Андрея Тарковского, 8",Рассказовка,1.0
9700000,"41,3",1-к. квартира,10,15,,Зеленоград,
3250000,"11,7",Квартира-студия,1,9,"Новоясеневский пр-т, 21к1",Новоясеневская,0.2
13494684,"60,8",2-к. квартира,13,14,"дер. Бачурино, д. 13, корп. 1",Бунинская аллея,1.9
21726771,"63,5",2-к. квартира,2,25,"ул. Академика Челомея/Старокалужское ш., стр. 1",Воронцовская,0.5
427995700,249,4-к. квартира,2,6,"Коробейников пер., 1",Парк культуры,0.4
5700000,"31,1",Квартира-студия,2,45,"Михневская ул., 8",Царицыно,4.6
19200000,"70,1",3-к. квартира,14,25,"1-й Сетуньский пр., 16/2",Кутузовская,0.8
10000000,38,1-к. квартира,3,17,"Дубнинская ул., 50",Алтуфьево,1.9
12533389,"52,7",2-к. квартира,9,15,"п. Сосенское, дер. Николо-Хованское, ул. Николо-Хованская/Сервантеса/б-р Веласкеса, жилые дома",Прокшино,1.3
3290000,"18,3",Апартаменты-студия,2,2,"ул. Гастелло, 44с4",Электрозаводская,0.7
600000000,721,> 9-к. квартира,15,17,"Мосфильмовская ул., 70",Ломоносовский проспект,1.1
11000000,"47,4",2-к. квартира,12,12,"ул. Академика Скрябина, 5к1",Рязанский проспект,0.4
10986080,"57,7",2-к. квартира,5,9,"пос. Сосенское, дер. Столбово, стр. 16",Коммунарка,1.8
12635844,"52,6",2-к. апартаменты,6,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
10904010,38,1-к. квартира,19,23,"ул. Производственная, вл. 6, корп. 9",Солнцево,0.4
83554125,205,5-к. квартира,4,19,"наб. Симоновская, корп. 4",Автозаводская,1.1
9400000,33,1-к. квартира,8,9,"Коровинское ш., 7к1",Селигерская,0.6
3900000,"15,9",Квартира-студия,2,14,"ул. Адмирала Лазарева, 11",Бульвар адмирала Ушакова,0.2
30813475,"65,1",3-к. квартира,21,57,"пр-д Багратионовский, стр. 5",Фили,0.5
12499000,54,2-к. квартира,11,14,,Зеленоград,
14909860,"75,8",3-к. квартира,7,14,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
14988540,"76,2",3-к. квартира,11,14,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
15591465,"80,1",3-к. квартира,12,14,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
17628485,"92,5",3-к. квартира,21,21,"пос. Московский, стр. 1",Филатов луг,2.6
5700000,"20,7",Апартаменты-студия,2,2,"Борисовская ул., 10А",Измайлово,0.4
10500000,"43,6",2-к. квартира,15,21,"ул. Мнёвники, 5",Хорошёво,0.8
19500000,"77,5",3-к. квартира,2,10,"Щербаковская ул., 40",Измайлово,0.9
3900000,"16,6",Квартира-студия,1,9,"Новоясеневский пр-т, 21к1",Новоясеневская,0.2
21317000,"92,4",3-к. апартаменты,2,18,"пр-т Нахимовский, вл. 31, корп. 3",Профсоюзная,1.4
9726252,"39,8",2-к. квартира,8,12,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
3900000,"16,6",Квартира-студия,1,9,"Новоясеневский пр-т, 21к1",Новоясеневская,0.2
21317000,"92,4",3-к. апартаменты,2,18,"пр-т Нахимовский, вл. 31, корп. 3",Профсоюзная,1.4
9726252,"39,8",2-к. квартира,8,12,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
13789160,"33,9",Квартира-студия,13,44,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
15225696,"51,7",2-к. квартира,14,33,"Очаковское ш., стр. 2.1",Аминьевская,0.3
4350000,"16,7",Квартира-студия,2,11,"6-я Радиальная ул., 3к7",Царицыно,1.8
16000000,77,3-к. квартира,3,5,"Краснодарская ул., 27/13",Люблино,0.5
36993000,67,2-к. апартаменты,4,16,"Ленинградский пр-т, 29к3",Динамо,0.7
5000000,"20,3",Квартира-студия,1,9,"Дмитровское ш., 43к1",Петровско-Разумовская,0.4
21521883,"83,3",3-к. квартира,2,17,"Очаковское ш., стр. 1.6",Аминьевская,0.3
16264615,"85,4",3-к. квартира,2,14,"дер. Николо-Хованское, д. 5",Прокшино,0.9
10200000,"37,8",1-к. квартира,17,17,"Пятницкое ш., 13к1",Волоколамская,0.6
11354388,"60,5",3-к. квартира,15,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
18012082,"95,2",3-к. квартира,9,25,"ул. Никитина/Бианки, стр. 5",Филатов луг,2.0
7130000,"42,6",2-к. квартира,1,5,"б-р Матроса Железняка, 6",Коптево,1.6
5981940,"19,9",Квартира-студия,2,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
16077750,"66,3",2-к. квартира,2,32,"Кронштадтский бульвар, вл. 9, стр. 1.4",Водный стадион,0.4
38600000,"144,1",4-к. квартира,4,4,"Хорошёвское ш., 82",Хорошёвская,0.2
12850000,"58,8",3-к. квартира,4,9,"ул. Софьи Ковалевской, 10к1",Селигерская,2.3
17800000,64,2-к. квартира,4,17,"Новороссийская ул., 30к1",Люблино,0.6
12097409,"49,9",2-к. квартира,14,16,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 3, корп. 3",Прокшино,0.7
14161456,"50,2",2-к. апартаменты,6,23,"Скотопрогонная ул., 31",Волгоградский проспект,0.7
4750000,"23,2",Квартира-студия,2,17,"ул. Липчанского, 3",Некрасовка,0.5
7890000,"20,3",Квартира-студия,3,9,"Большой Коптевский пр., 3с7",Аэропорт,0.9
8700000,"38,1",1-к. квартира,12,13,"Святоозёрская ул., 21",Лухмановская,0.5
8600000,"39,5",1-к. квартира,2,14,"Суздальская ул., 16к1",Новокосино,1.1
4200000,"17,5",Квартира-студия,1,17,"Лукинская ул., 7",Новопеределкино,1.1
140000000,"126,5",3-к. квартира,6,10,"Большая Грузинская ул., 69",Белорусская,0.4
4700000,20,Квартира-студия,1,11,"б-р Андрея Тарковского, 8",Рассказовка,1.0
2650000,10,Квартира-студия,1,12,"ул. Корнейчука, 16",Алтуфьево,1.5
9014940,"39,6",1-к. квартира,2,12,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
5736600,"21,8",Квартира-студия,2,33,"ш. Открытое, вл. 18/1, корп. 1.2",Бульвар Рокоссовского,0.8
9504000,"44,5",2-к. квартира,2,5,"Минская ул., 6к2",Филёвский парк,0.6
9919334,"42,2",1-к. квартира,13,14,"дер. Николо-Хованское, д. 5",Прокшино,0.9
147853060,173,4-к. квартира,11,14,"наб. Тараса Шевченко, 1",Киевская,0.3
4450000,19,Квартира-студия,1,17,"Лукинская ул., 7",Новопеределкино,1.1
20489640,"46,8",2-к. квартира,42,53,"пр-д Шмитовский, д. 39, корп. 1",Шелепиха,0.3
15600000,49,2-к. квартира,3,6,"ул. Чаплыгина, 15с5",Чистые пруды,0.8
17583900,"93,1",3-к. квартира,14,21,"пос. Московский, стр. 1",Филатов луг,2.6
