price,square,apartment_type,apartment_floor,total_floors,adress,metro_station,distance_to_station
11200000,44,2-к. квартира,5,5,"Нижняя Первомайская ул., 23",Первомайская,0.3
12830130,"51,3",2-к. квартира,26,33,"ул. Газопровод, стр. 1",Аннино,1.0
115000000,"112,5",3-к. квартира,6,21,"Центральный административный округ, Пресненский район",Улица 1905 года,0.5
15597571,"85,7",3-к. квартира,4,17,"п. Сосенское, корп. 3.1.2",Бунинская аллея,1.9
26611200,"44,8",Своб. планировка,11,14,"ул. Бахрушина, 11/48с2",Павелецкая,0.5
13500000,42,2-к. квартира,2,5,"Нагорная ул., 31к5",Нагорная,0.6
17000000,65,3-к. квартира,10,12,"Чонгарский б-р, 21",Каховская,0.4
28331607,"75,2",3-к. квартира,6,25,"ул. Академика Челомея/Старокалужское ш., стр. 3",Воронцовская,0.5
13000000,"59,7",3-к. квартира,1,9,"ул. Старый Гай, 2к4",Новогиреево,1.3
9258277,"29,3",Апартаменты-студия,16,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
26300000,"79,3",3-к. квартира,6,9,"Береговой пр., 1А",Шелепиха,0.9
9324800,"23,5",Квартира-студия,2,12,"ул. Барклая, вл. 6, 6Т, стр. 1",Багратионовская,0.7
26010627,"100,8",3-к. квартира,12,23,"2-й Котляковский пер., д. 4, корп. 1",Варшавская,0.7
11744320,"39,2",1-к. квартира,4,33,"ул. Лобненская, 13к3",Селигерская,2.7
18465956,"43,5",1-к. квартира,10,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
8656406,"41,5",2-к. квартира,13,14,"п. Рязановское, ул. Логинова, стр. 11.2",Бунинская аллея,4.4
18465956,"43,5",1-к. квартира,10,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
8656406,"41,5",2-к. квартира,13,14,"п. Рязановское, ул. Логинова, стр. 11.2",Бунинская аллея,4.4
4350000,"17,3",Квартира-студия,1,5,"3-я ул. Соколиной Горы, 12",Шоссе Энтузиастов,0.7
14651616,"62,8",2-к. квартира,14,16,"ул. Амурская, стр. 2",Локомотив,0.5
13151800,38,1-к. квартира,10,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
14549326,"41,4",2-к. квартира,27,30,"Рязанский пр-т, вл. 26, уч. 1",Окская,0.8
6975463,"36,3",2-к. квартира,21,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
11167587,"41,6",1-к. квартира,15,33,"ул. Лобненская, 13к3",Селигерская,2.6
20563565,"74,7",3-к. квартира,13,24,"ш. Волоколамское, корп. 11",Спартак,0.8
19500000,71,3-к. квартира,2,17,"Юрловский пр., 21",Отрадное,1.2
3200000,"10,5",Квартира-студия,1,9,"Дмитровское ш., 43к1",Петровско-Разумовская,0.4
16420459,"85,2",3-к. квартира,9,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
3899999,"12,1",Квартира-студия,1,9,"Планерная ул., 14к3",Планерная,0.4
10066266,"34,4",1-к. апартаменты,21,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
7218540,"23,8",Квартира-студия,6,33,"ул. Газопровод, стр. 1",Аннино,1.0
4198000,14,Квартира-студия,1,5,"Байкальская ул., 26/10",Щёлковская,0.7
38805550,118,4-к. квартира,16,41,"пр-д Шмитовский, вл. 39, корп. 6",Шелепиха,0.4
20329443,"74,8",3-к. квартира,33,33,"2-й Нагатинский пр-д, вл. 2/2",Нагатинская,1.3
48500000,62,2-к. апартаменты,10,77,"1-й Красногвардейский пр., 22с2",Международная,0.3
13936169,"42,7",1-к. квартира,11,15,"ш. Волоколамское, корп. 11",Спартак,0.8
7914078,"41,9",2-к. квартира,24,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
9331286,"23,5",Квартира-студия,7,33,"2-й Нагатинский пр-д , вл. 2/2",Коломенская,1.4
6902840,"35,6",1-к. квартира,2,11,"г. Зеленоград, Георгиевский пр-т, стр. 1.3",,
11817189,"45,4",2-к. квартира,14,22,"ул. Маресьева, д. 2",Некрасовка,1.0
31634217,"83,8",3-к. квартира,23,36,"ул. 2-я Хуторская, вл. 34",Дмитровская,0.7
4300000,"14,7",Квартира-студия,1,8,"Каширское ш., 2к1",Нагорная,1.1
16286690,"49,7",2-к. квартира,2,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
15834000,"52,5",2-к. апартаменты,20,22,"ул. 1-я Магистральная, д. 25",Хорошёвская,0.7
13487657,"69,3",3-к. квартира,2,22,"ул. Бартеневская, стр. 1.3",Бунинская аллея,1.0
9970000,34,1-к. квартира,9,17,"Туристская ул., 33к1",Планерная,1.2
13338480,"37,3",1-к. квартира,18,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
7624411,"25,6",Квартира-студия,3,33,"ш. Открытое, вл. 18/1, корп. 1.3",Бульвар Рокоссовского,0.9
15200000,"49,1",1-к. квартира,32,36,"Шелепихинская наб., 34к2",Шелепиха,1.3
14222062,"53,2",2-к. квартира,22,33,"жилой комплекс Сигнальный 16, к1/1",Владыкино,0.8
18534050,"52,5",2-к. квартира,14,27,"наб. Нагатинская, вл. 10А, корп. В",Нагатинская,1.0
25000000,65,2-к. апартаменты,9,17,"Ходынский б-р, 2",ЦСКА,0.4
17300000,85,3-к. квартира,1,14,"ул. Руднёвка, 25",Улица Дмитриевского,1.0
5750000,"17,8",Квартира-студия,1,17,"ул. Полины Осипенко, 16",ЦСКА,0.7
12600000,"49,6",2-к. квартира,1,12,"ул. Приорова, 40к2",Балтийская,1.6
9900000,52,2-к. квартира,9,24,"рабочий пос. Новоивановское, б-р Эйнштейна, 3",,
15431240,"74,8",3-к. квартира,14,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
4900000,13,Квартира-студия,1,8,"ул. Рогожский Вал, 15",Римская,0.7
13400000,37,1-к. квартира,8,30,"Волгоградский пр-т, 32/3к3",Угрешская,0.3
57000000,122,3-к. квартира,4,16,"ул. Серпуховский Вал, 21к4",Шаболовская,0.9
4695510,"22,3",1-к. квартира,9,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
31355207,"128,5",2-к. квартира,37,56,"пр-т Мира, д. 188Б, корп. 1",Ростокино,0.8
4350500,"18,5",Квартира-студия,1,9,"Шоссейная ул., 8",Печатники,0.4
21700000,66,2-к. квартира,8,41,"ул. Лобачевского, 124к1",Аминьевская,0.6
9856950,"36,9",2-к. квартира,5,15,"п. Сосенское, дер. Николо-Хованское, ул. Николо-Хованская/Сервантеса/б-р Веласкеса, жилые дома",Прокшино,1.3
3150000,10,Квартира-студия,1,12,"3-й Дорожный пр., 6к2",Улица академика Янгеля,1.0
130000000,152,4-к. квартира,4,4,"2-я Брестская ул., 19/18с5",Маяковская,0.4
6000000,"36,6",1-к. квартира,18,19,"Нагатинская наб., 54",Технопарк,1.4
10409756,"46,3",2-к. квартира,12,15,"п. Сосенское, пос. Коммунарка, ул. Потаповская Роща, д. 20, корп. 2",Бунинская аллея,1.7
12485316,"40,2",1-к. квартира,20,20,"ул. Озёрная, стр. 1.3-1.6",Озёрная,0.6
342270000,"120,4",2-к. квартира,8,14,"пер. Большой Толмачёвский , стр. 1,3,4,4а,12,13,14,15, вл. 5",Полянка,0.3
7166700,"40,3",1-к. квартира,20,25,"г. Зеленоград, Георгиевский пр-т, стр. 1.3",,
311269600,"244,9",4-к. квартира,9,14,"Протопоповский пер., 10",Проспект Мира,0.4
22921100,"69,5",2-к. квартира,18,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
10704790,"54,7",2-к. квартира,4,17,"п. Сосенское, кв-л No183",Коммунарка,1.8
14268195,"57,9",2-к. апартаменты,8,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
21342985,"70,8",3-к. квартира,18,23,"2-й Котляковский пер., д. 4, корп. 2",Варшавская,0.8
4639000,20,Квартира-студия,1,12,"ул. Тёплый Стан, 15к5",Тёплый стан,1.1
13007465,"55,9",2-к. квартира,30,33,"ш. Открытое, вл. 18/1, корп. 1.3",Бульвар Рокоссовского,0.9
6893964,"23,6",Квартира-студия,11,14,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 4",Прокшино,0.8
10986967,"41,6",1-к. апартаменты,15,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
7051813,"23,4",Квартира-студия,5,16,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
17208271,"78,5",3-к. квартира,13,33,"ул. Лобненская, 13к3",Селигерская,2.7
9422772,"29,3",Апартаменты-студия,21,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
15200000,"76,1",2-к. квартира,9,17,"Михневская ул., 8",Царицыно,4.6
12902682,"59,2",2-к. квартира,4,13,"п. Сосенское, пос. Коммунарка, Скандинавский б-р, д. 5, корп. 1",Коммунарка,2.0
8000000,54,2-к. квартира,3,16,"Чертановская ул., 8",Южная,1.1
79607201,93,2-к. квартира,10,53,"Мосфильмовская ул., 8",Парк Победы,1.6
35265160,86,4-к. квартира,33,36,"ул. Озёрная, вл. 1, стр. 5",Мичуринский проспект,0.9
6350000,"19,7",1-к. квартира,18,25,"вблизи Мякининской поймы, стр. 1.1",Мякинино,3.4
30000000,"88,1",3-к. квартира,14,36,"Мукомольный пр., 2",Деловой центр (МЦК),0.5
17176138,"87,1",3-к. квартира,2,16,"п. Сосенское, д. Бачурино, д. 8",Улица Горчакова,2.3
30899905,"84,2",2-к. квартира,17,18,"пр-т Андропова,  стр. А2",Технопарк,0.9
22139106,"57,8",2-к. квартира,4,9,"пр-т Андропова,  стр. Б",Технопарк,0.8
17605445,"65,7",3-к. квартира,9,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
15690459,"40,1",2-к. квартира,18,26,"наб. Нагатинская, вл. 10А, корп. C",Нагатинская,0.9
37101000,"98,7",3-к. квартира,4,22,"пр-т Андропова, вл. 9/1",Технопарк,0.4
4800000,"23,6",Квартира-студия,17,25,"рабочий пос. Боброво, Крымская ул., 3",Улица Скобелевская,3.9
6144079,"17,8",Апартаменты-студия,11,21,"пр-д Автомобильный, вл. 4",Волгоградский проспект,0.8
18800000,"87,6",3-к. квартира,3,10,"пос. Коммунарка, ул. Александры Монаховой, 92к2",Бунинская аллея,1.9
13850000,"45,2",2-к. квартира,7,12,"ул. Юннатов, 14",Петровский парк,1.1
9500000,"33,6",1-к. квартира,14,25,"Люблинская ул., 80к6",Братиславская,1.2
33400000,"95,9",4-к. квартира,4,10,"ул. Шверника, 7",Академическая,0.9
16546400,"55,9",2-к. квартира,24,25,"ул. Берзарина, вл. 32/3",Октябрьское поле,1.4
16942636,"71,6",3-к. квартира,14,16,"п. Коммунарка, ул. Эдварда Грига, д. 16, корп. 2",Бунинская аллея,2.0
17244433,"90,4",3-к. квартира,4,17,"ул. Маресьева, д. 1",Некрасовка,1.1
26099589,"100,8",3-к. квартира,13,23,"2-й Котляковский пер., д. 4, корп. 1",Варшавская,0.7
8483820,"19,6",Квартира-студия,8,23,"Ильменский пр-д, д. 17, корп. 6",Селигерская,0.7
7100000,18,Квартира-студия,1,5,"Оружейный пер., 13с2",Маяковская,0.3
33558975,"75,4",2-к. квартира,2,20,"ул. Летниковская, стр. 2",Павелецкая,0.7
14500000,40,1-к. квартира,3,18,"ул. Обручева, 28к6",Беляево,1.5
9382979,"39,9",1-к. квартира,9,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
40027860,"76,2",3-к. квартира,31,41,"1-й Сетуньский пр-д, вл. 6-10",Студенческая,0.9
32747655,"110,2",3-к. квартира,7,30,"ул. Петра Алексеева, вл. 12, корп. 5",Давыдково,1.3
4300000,"14,7",Квартира-студия,1,8,"Каширское ш., 2к1",Нагорная,1.1
16286690,"49,7",2-к. квартира,2,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
15834000,"52,5",2-к. апартаменты,20,22,"ул. 1-я Магистральная, д. 25",Хорошёвская,0.7
13487657,"69,3",3-к. квартира,2,22,"ул. Бартеневская, стр. 1.3",Бунинская аллея,1.0
9970000,34,1-к. квартира,9,17,"Туристская ул., 33к1",Планерная,1.2
13338480,"37,3",1-к. квартира,18,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
7624411,"25,6",Квартира-студия,3,33,"ш. Открытое, вл. 18/1, корп. 1.3",Бульвар Рокоссовского,0.9
15200000,"49,1",1-к. квартира,32,36,"Шелепихинская наб., 34к2",Шелепиха,1.3
14222062,"53,2",2-к. квартира,22,33,"жилой комплекс Сигнальный 16, к1/1",Владыкино,0.8
18534050,"52,5",2-к. квартира,14,27,"наб. Нагатинская, вл. 10А, корп. В",Нагатинская,1.0
25000000,65,2-к. апартаменты,9,17,"Ходынский б-р, 2",ЦСКА,0.4
17300000,85,3-к. квартира,1,14,"ул. Руднёвка, 25",Улица Дмитриевского,1.0
5750000,"17,8",Квартира-студия,1,17,"ул. Полины Осипенко, 16",ЦСКА,0.7
12600000,"49,6",2-к. квартира,1,12,"ул. Приорова, 40к2",Балтийская,1.6
9900000,52,2-к. квартира,9,24,"рабочий пос. Новоивановское, б-р Эйнштейна, 3",,
4900000,13,Квартира-студия,1,8,"ул. Рогожский Вал, 15",Римская,0.7
15431240,"74,8",3-к. квартира,14,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
13400000,37,1-к. квартира,8,30,"Волгоградский пр-т, 32/3к3",Угрешская,0.3
57000000,122,3-к. квартира,4,16,"ул. Серпуховский Вал, 21к4",Шаболовская,0.9
4695510,"22,3",1-к. квартира,9,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
31355207,"128,5",2-к. квартира,37,56,"пр-т Мира, д. 188Б, корп. 1",Ростокино,0.8
4350500,"18,5",Квартира-студия,1,9,"Шоссейная ул., 8",Печатники,0.4
21700000,66,2-к. квартира,8,41,"ул. Лобачевского, 124к1",Аминьевская,0.6
9856950,"36,9",2-к. квартира,5,15,"п. Сосенское, дер. Николо-Хованское, ул. Николо-Хованская/Сервантеса/б-р Веласкеса, жилые дома",Прокшино,1.3
8311725,"22,5",Квартира-студия,15,24,"ш. Волоколамское, корп. 11",Спартак,0.8
25151515,"96,9",4-к. квартира,13,23,"Каширский пр-д, д. 25а",Варшавская,0.5
8300000,38,1-к. квартира,1,12,"Бирюлёвская ул., 45к1",Царицыно,4.0
163010000,"102,5",2-к. квартира,3,14,"пер. Большой Толмачёвский, стр. 1,3,4,4а,12,13,14,15, вл. 5",Третьяковская,0.3
15597600,"38,8",1-к. квартира,28,32,"ул. Бочкова, вл. 11А, корп. 3",Алексеевская,0.9
29500000,"51,1",2-к. квартира,4,14,"Фрунзенская наб., 40",Фрунзенская,0.7
11900000,"57,1",2-к. квартира,12,33,"Ижорская ул., вл. 6",Ховрино,1.6
4200000,"17,5",Квартира-студия,1,17,"Братеевская ул., 10к4",Алма-Атинская,0.4
32300000,"84,1",3-к. квартира,6,22,"Нагатинская наб., 14к1",Коломенская,1.2
8880960,"26,4",Квартира-студия,30,32,"Кронштадтский бульвар, вл. 9, стр. 1.2, 1.3",Водный стадион,0.3
9468625,"36,9",2-к. апартаменты,8,16,"пос. Мосрентген, дер. Дудкино, стр. 1.3",Румянцево,0.9
15660750,"52,5",2-к. апартаменты,17,22,"ул. 1-я Магистральная, д. 25",Хорошёвская,0.7
11800000,"37,3",2-к. квартира,9,9,"Ялтинская ул., 3",Варшавская,0.8
18768000,"27,2",Апартаменты-студия,8,8,"пр-т Ленинградский, вл. 8",Белорусская,0.4
16847130,"50,3",2-к. квартира,12,30,"Рязанский пр-т, вл. 26, уч. 1",Окская,0.8
24261980,"69,1",2-к. апартаменты,10,20,"ул. Новоалексеевская, д. 16, корп. 2",Алексеевская,0.5
13800211,"74,1",3-к. квартира,12,22,"п. Московский, дер. Картмазово, ул. Картмазовские Пруды, уч. 16/1, корп. 1",Филатов луг,2.1
11650000,"33,2",1-к. квартира,13,15,"Нагатинская наб., 48/2",Технопарк,1.2
8671860,30,1-к. квартира,30,33,"ул. Амурская, стр. 2",Локомотив,0.5
8319765,"29,3",Апартаменты-студия,19,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
28411090,"83,7",3-к. квартира,6,11,"ул. Автозаводская, вл. 23/66",Нагатинская,1.1
59000000,160,4-к. апартаменты,14,15,"Ленинградский пр-т, 36к13",Динамо,0.6
9300000,35,1-к. квартира,6,9,"Зеленодольская ул., 7к3",Окская,0.6
13006500,"37,7",1-к. квартира,9,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
19299350,"40,7",2-к. квартира,15,57,"пр-д Багратионовский, стр. 5",Фили,0.5
6781880,20,Квартира-студия,32,33,"ул. Амурская, стр. 2",Локомотив,0.5
61000000,134,4-к. квартира,13,13,"ул. Винницкая, вл. 8",Раменки,0.5
14608422,"67,7",2-к. квартира,23,23,"ул. Маресьева, д. 1",Некрасовка,1.1
9565122,40,2-к. квартира,7,12,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
4952733,"13,2",Апартаменты-студия,8,10,"пр-т Вернадского, 41с1",Проспект Вернадского,0.4
23127489,"67,2",2-к. квартира,2,12,"ул. Автозаводская, вл. 23, стр. 184",Технопарк,0.8
9274614,"20,6",Квартира-студия,11,27,"наб. Нагатинская, вл. 10А, корп. В",Нагатинская,1.0
175000000,"228,5",6-к. квартира,3,7,"ул. Остоженка, 7с1",Кропоткинская,0.3
16678888,"56,6",2-к. квартира,22,33,"2-й Нагатинский пр-д, вл. 2/2",Нагатинская,1.3
16177891,"69,9",2-к. квартира,6,12,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
12802610,"42,1",1-к. квартира,22,24,"ш. Волоколамское, корп. 11",Спартак,0.8
25086610,"64,5",2-к. квартира,30,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
14579918,"44,6",1-к. квартира,21,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
5450000,"27,8",Квартира-студия,1,4,"жилой комплекс Марьино Град, к16",,
22197871,"60,5",2-к. квартира,7,36,"ул. 2-я Хуторская, вл. 34",Дмитровская,0.7
24671010,"67,8",2-к. апартаменты,17,20,"ул. Новоалексеевская, д. 16, корп. 2",Алексеевская,0.5
37367252,"86,1",2-к. квартира,22,26,"ул. Летная, вл. 95Б",Спартак,0.8
18751488,"53,8",2-к. квартира,13,15,"ул. Летная, вл. 95Б",Спартак,0.7
16560341,54,2-к. квартира,26,33,"Очаковское ш., стр. 2.4",Аминьевская,0.3
13000000,"54,2",2-к. квартира,6,14,"Братиславская ул., 34к1",Братиславская,1.4
18160695,"50,1",2-к. апартаменты,19,25,"ш. Волоколамское, вл. 81, корп. 2",Тушинская,1.6
10294726,"40,9",2-к. квартира,17,20,"ул. Бартеневская, стр. 1.1",Бунинская аллея,1.0
6499999,"22,5",Квартира-студия,10,13,"ш. Рязановское, д. 31, корп. 2",,
27794142,"84,6",2-к. квартира,11,18,"пр-т Андропова,  стр. А1",Технопарк,0.9
10585536,24,Квартира-студия,10,24,"ул. Барклая, вл. 6, 6Т, стр. 4",Багратионовская,0.6
3150000,10,Квартира-студия,1,12,"3-й Дорожный пр., 6к2",Улица академика Янгеля,1.0
130000000,152,4-к. квартира,4,4,"2-я Брестская ул., 19/18с5",Маяковская,0.4
6000000,"36,6",1-к. квартира,18,19,"Нагатинская наб., 54",Технопарк,1.4
10409756,"46,3",2-к. квартира,12,15,"п. Сосенское, пос. Коммунарка, ул. Потаповская Роща, д. 20, корп. 2",Бунинская аллея,1.7
12485316,"40,2",1-к. квартира,20,20,"ул. Озёрная, стр. 1.3-1.6",Озёрная,0.6
342270000,"120,4",2-к. квартира,8,14,"пер. Большой Толмачёвский , стр. 1,3,4,4а,12,13,14,15, вл. 5",Полянка,0.3
7166700,"40,3",1-к. квартира,20,25,"г. Зеленоград, Георгиевский пр-т, стр. 1.3",,
311269600,"244,9",4-к. квартира,9,14,"Протопоповский пер., 10",Проспект Мира,0.4
22921100,"69,5",2-к. квартира,18,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
10704790,"54,7",2-к. квартира,4,17,"п. Сосенское, кв-л No183",Коммунарка,1.8
14268195,"57,9",2-к. апартаменты,8,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
21342985,"70,8",3-к. квартира,18,23,"2-й Котляковский пер., д. 4, корп. 2",Варшавская,0.8
15636878,"41,8",1-к. квартира,2,24,"ул. Барклая, вл. 6, 6Т, стр. 4",Багратионовская,0.6
4639000,20,Квартира-студия,1,12,"ул. Тёплый Стан, 15к5",Тёплый стан,1.1
19619272,"69,3",3-к. квартира,13,23,"Каширский пр-д, д. 25а",Варшавская,0.5
13007465,"55,9",2-к. квартира,30,33,"ш. Открытое, вл. 18/1, корп. 1.3",Бульвар Рокоссовского,0.9
6893964,"23,6",Квартира-студия,11,14,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 4",Прокшино,0.8
10986967,"41,6",1-к. апартаменты,15,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
7051813,"23,4",Квартира-студия,5,16,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
17208271,"78,5",3-к. квартира,13,33,"ул. Лобненская, 13к3",Селигерская,2.7
15200000,"76,1",2-к. квартира,9,17,"Михневская ул., 8",Царицыно,4.6
9422772,"29,3",Апартаменты-студия,21,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
12902682,"59,2",2-к. квартира,4,13,"п. Сосенское, пос. Коммунарка, Скандинавский б-р, д. 5, корп. 1",Коммунарка,2.0
8000000,54,2-к. квартира,3,16,"Чертановская ул., 8",Южная,1.1
109722534,"153,3",3-к. квартира,5,15,"Саввинская наб., 9",Киевская,0.9
14890000,69,2-к. квартира,23,24,"пр-т Вернадского, 27",Проспект Вернадского,0.9
7700000,"26,5",Апартаменты-студия,25,33,"д. Раздоры, ул. Липовой Рощи, 2к3",Строгино,1.8
15758400,"53,6",2-к. квартира,16,25,"ул. Берзарина, вл. 32/3",Октябрьское поле,1.4
26485560,53,1-к. квартира,2,20,"ул. Летниковская, стр. 2",Павелецкая,0.7
19773040,"93,8",3-к. квартира,28,33,"жилой комплекс Сигнальный 16, к1/3",Владыкино,0.9
28065180,"85,8",3-к. квартира,13,21,"ул. 3-я Хорошевская, стр. 3, вл. 19",Зорге,0.8
18127200,"58,1",2-к. квартира,25,25,"ул. Берзарина, вл. 32/3",Октябрьское поле,1.4
18906638,"66,3",3-к. квартира,10,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
25790000,"94,4",2-к. квартира,21,32,"ул. Авиационная , д. 77, корп. 1",Щукинская,0.9
3900000,"15,9",Квартира-студия,2,14,"ул. Адмирала Лазарева, 11",Бульвар адмирала Ушакова,0.2
24011607,"84,7",3-к. квартира,6,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
9222447,"36,8",1-к. квартира,11,15,"дер. Николо-Хованское, д. 5",Прокшино,0.9
17951850,"41,7",1-к. квартира,7,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
3200000,"10,1",Квартира-студия,1,9,"Дмитровское ш., 43к1",Петровско-Разумовская,0.4
126456200,122,4-к. квартира,8,12,"ул. Ефремова, 10с1к4/2",Фрунзенская,0.4
17350413,"86,8",3-к. квартира,16,20,"ул. Бартеневская, стр. 1.1",Бунинская аллея,1.0
6948177,"31,4",1-к. квартира,14,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
9592026,"35,9",1-к. апартаменты,2,21,"Автомобильный пр., 4",Волгоградский проспект,0.9
25957870,"98,1",4-к. апартаменты,12,25,"ш. Волоколамское, вл. 81, корп. 2",Тушинская,1.6
28421760,"83,8",3-к. квартира,5,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
22000000,80,2-к. квартира,23,24,"ул. Народного Ополчения, 11",Мнёвники,1.3
9670416,"36,3",1-к. апартаменты,2,9,"Автомобильный пр., 4",Волгоградский проспект,0.9
7517854,"23,7",Квартира-студия,11,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
18170188,"65,9",3-к. квартира,2,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
18500000,53,2-к. квартира,5,14,"ул. Вавилова, 60к5",Университет,1.2
19778709,"70,2",3-к. квартира,2,33,"2-й Нагатинский пр-д , вл. 2/2",Коломенская,1.4
14242761,"69,5",3-к. квартира,20,21,"ул. Бартеневская, стр. 1.2",Бунинская аллея,1.0
89700000,115,3-к. квартира,7,9,"Погорельский пер., 6",Добрынинская,0.4
13554298,"49,6",2-к. квартира,31,33,"ш. Открытое, вл. 18/1, корп. 1.4",Бульвар Рокоссовского,0.8
13000000,"49,2",3-к. квартира,9,9,"Ореховый б-р, 11к1",Домодедовская,0.3
19654570,72,2-к. квартира,2,12,"ул. Складочная, вл. 6, корп. 8",Савёловская,1.0
9884685,"40,9",2-к. квартира,14,22,"ул. Бартеневская, стр. 1.3",Бунинская аллея,1.0
23000000,"81,3",Своб. планировка,2,6,"Новочерёмушкинская ул., 58",Новые Черёмушки,0.6
156870000,86,2-к. квартира,7,14,"пер. Большой Толмачёвский , стр. 1,3,4,4а,12,13,14,15, вл. 5",Полянка,0.3
24624982,"65,8",2-к. квартира,6,12,"ул. Автозаводская, вл. 23, стр. 184",Технопарк,0.8
6657715,"21,1",Квартира-студия,15,16,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 4",Прокшино,0.8
15876887,"71,8",3-к. квартира,11,16,"п. Сосенское, пос. Коммунарка, Скандинавский б-р, д. 5, корп. 1",Коммунарка,2.0
42780000,72,3-к. квартира,6,15,"Ленинградский пр-т, 29к4",Динамо,0.5
13700000,"53,5",2-к. квартира,7,9,"Волгоградский пр-т, 80/2к1",Кузьминки,0.1
8100000,"38,2",1-к. квартира,9,17,"пр. Русанова, 11",Свиблово,0.7
3200000,"11,5",Квартира-студия,1,17,"Братеевская ул., 10к3",Алма-Атинская,0.4
9049718,"54,9",2-к. квартира,8,9,"п. Филимонковское, дер. Староселье, стр. 5",,
8799999,33,Квартира-студия,3,23,"ул. Недорубова, 32",Некрасовка,0.7
16700000,55,3-к. квартира,2,5,"пр-т Андропова, 31к5",Коломенская,0.4
12879254,"40,8",1-к. квартира,8,24,"ш. Волоколамское, корп. 11",Спартак,0.8
18255040,"63,3",3-к. квартира,4,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
31400000,"76,9",3-к. квартира,46,52,"Мичуринский пр-т, 56",Мичуринский проспект,0.7
24950000,"88,5",3-к. квартира,2,14,"Боровское ш., 2к6",Говорово,0.3
37367252,"86,1",2-к. квартира,22,26,"ул. Летная, вл. 95Б",Спартак,0.8
16560341,54,2-к. квартира,26,33,"Очаковское ш., стр. 2.4",Аминьевская,0.3
13000000,"54,2",2-к. квартира,6,14,"Братиславская ул., 34к1",Братиславская,1.4
18160695,"50,1",2-к. апартаменты,19,25,"ш. Волоколамское, вл. 81, корп. 2",Тушинская,1.6
10294726,"40,9",2-к. квартира,17,20,"ул. Бартеневская, стр. 1.1",Бунинская аллея,1.0
6499999,"22,5",Квартира-студия,10,13,"ш. Рязановское, д. 31, корп. 2",,
27794142,"84,6",2-к. квартира,11,18,"пр-т Андропова,  стр. А1",Технопарк,0.9
10585536,24,Квартира-студия,10,24,"ул. Барклая, вл. 6, 6Т, стр. 4",Багратионовская,0.6
