price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
277.78,27.0,97.2,0.1,25,Юго-западный,Севастопольская,2-к квартира
1392.86,195.0,140.0,0.2,7,Центральный,Смоленская,3-к квартира
478.57,6.7,14.0,0.8,5,Юго-восточный,Волжская,Квартира-студия
225.87,11.0,48.7,3.9,12,Южный,Царицыно,2-к квартира
269.3,12.28,45.6,1.0,23,Юго-восточный,Некрасовка,2-к квартира
365.85,12.0,32.8,2.2,5,Восточный,Бульвар Рокоссовского,1-к квартира
456.25,36.5,80.0,0.5,4,Центральный,Трубная,3-к квартира
359.28,30.0,83.5,0.7,36,Северный,Дмитровская,3-к квартира
371.03,33.17,89.4,0.3,39,Западный,Аминьевская,3-к квартира
364.86,13.5,37.0,0.3,16,Западный,Юго-Западная,1-к квартира
243.24,9.0,37.0,0.4,17,Юго-восточный,Некрасовка,1-к квартира
186.65,19.99,107.1,0.2,22,Новомосковский,Рассказовка,3-к квартира
335.9,6.55,19.5,0.9,9,Северный,Аэропорт,Квартира-студия
303.51,9.5,31.3,0.5,5,Восточный,Бульвар Рокоссовского,1-к квартира
262.16,9.7,37.0,1.4,21,Новомосковский,Саларьево,1-к квартира
351.97,20.52,58.3,0.8,21,Северный,Зорге,2-к квартира
258.2,9.76,37.8,0.8,33,Восточный,Бульвар Рокоссовского,1-к квартира
321.1,11.72,36.5,0.6,33,Западный,Озёрная,1-к квартира
312.41,17.37,55.6,0.3,33,Северо-восточный,Бутырская,2-к квартира
372.77,22.59,60.6,0.7,36,Северный,Дмитровская,2-к квартира
300.45,13.37,44.5,0.7,22,Северный,Хорошёвская,2-к апартаменты
365.09,35.45,97.1,0.8,6,Южный,Шаболовская,4-к квартира
487.58,53.0,108.7,1.1,39,Западный,Минская,3-к квартира
250.78,12.79,51.0,0.5,33,Восточный,Локомотив,2-к квартира
237.78,10.7,45.0,1.7,12,Западный,Тропарёво,2-к квартира
244.22,10.99,45.0,1.7,14,Юго-западный,Бунинская аллея,2-к квартира
895.0,179.0,200.0,0.4,4,Центральный,Чеховская,4-к квартира
367.93,22.26,60.5,0.7,36,Северный,Дмитровская,2-к квартира
204.2,10.7,52.4,2.8,12,Восточный,Новогиреево,2-к квартира
261.54,8.5,32.5,2.1,9,Северо-восточный,Бабушкинская,1-к квартира
388.02,15.87,40.9,0.7,12,Западный,Багратионовская,1-к квартира
271.43,19.0,70.0,0.1,8,Восточный,Авиамоторная,2-к квартира
329.72,15.2,46.1,0.8,12,Южный,Крымская,2-к квартира
297.78,17.42,58.5,0.4,33,Северо-восточный,Бутырская,2-к квартира
281.94,20.3,72.0,0.4,24,Северный,Селигерская,3-к квартира
348.05,13.4,38.5,1.0,17,Северо-западный,Сходненская,1-к квартира
191.56,18.39,96.0,1.8,11,Южный,Царицыно,3-к квартира
360.42,13.66,37.9,1.1,25,Северо-западный,Строгино,1-к квартира
254.14,24.55,96.6,0.4,32,Северный,Водный стадион,4-к квартира
397.73,10.5,26.4,0.7,43,Северный,Дмитровская,Квартира-студия
208.93,11.7,56.0,0.8,17,Южный,Красногвардейская,2-к квартира
213.24,10.79,50.6,1.8,17,Новомосковский,Коммунарка,2-к квартира
286.14,9.5,33.2,1.2,25,Юго-восточный,Братиславская,1-к квартира
159.9,9.45,59.1,2.1,22,Северо-восточный,Медведково,2-к квартира
302.51,33.7,111.4,0.7,12,Северо-западный,Спартак,3-к квартира
255.95,21.5,84.0,4.6,45,Южный,Царицыно,3-к квартира
338.13,12.68,37.5,0.3,33,Северо-восточный,Бутырская,1-к квартира
238.78,16.5,69.1,1.0,16,Юго-западный,Тёплый стан,3-к квартира
286.03,28.26,98.8,0.8,24,Северо-восточный,Алексеевская,4-к квартира
198.68,18.04,90.8,0.8,14,Новомосковский,Прокшино,3-к квартира
264.83,10.09,38.1,1.0,33,Южный,Аннино,1-к квартира
299.49,29.47,98.4,1.5,25,Северо-западный,Тушинская,3-к апартаменты
221.97,9.9,44.6,2.6,9,Восточный,Бульвар Рокоссовского,2-к квартира
264.95,18.52,69.9,0.5,23,Западный,Новопеределкино,2-к квартира
255.79,11.05,43.2,1.0,5,Центральный,Выставочная,2-к квартира
324.55,16.26,50.1,0.6,12,Западный,Багратионовская,1-к квартира
358.3,9.28,25.9,0.7,12,Северо-западный,Спартак,Квартира-студия
295.05,9.53,32.3,1.1,9,Северо-западный,Строгино,1-к квартира
267.49,23.7,88.6,0.9,15,Южный,Варшавская,3-к квартира
226.72,15.19,67.0,1.1,22,Юго-западный,Бунинская аллея,3-к квартира
293.28,7.42,25.3,0.9,16,Новомосковский,Румянцево,Апартаменты-студия
382.5,15.3,40.0,1.2,7,Центральный,Римская,2-к апартаменты
308.0,20.79,67.5,0.9,15,Южный,Варшавская,3-к квартира
330.05,20.76,62.9,0.9,28,Западный,Багратионовская,2-к апартаменты
246.38,17.0,69.0,0.8,6,Восточный,Преображенская площадь,2-к квартира
236.27,22.8,96.5,0.7,12,Северо-западный,Спартак,3-к квартира
305.73,6.94,22.7,0.8,16,Новомосковский,Прокшино,Квартира-студия
218.47,16.56,75.8,0.7,15,Новомосковский,Прокшино,3-к квартира
372.93,23.01,61.7,0.8,9,Южный,Технопарк,2-к квартира
503.62,20.85,41.4,0.3,53,Центральный,Шелепиха,1-к квартира
582.43,62.32,107.0,0.8,12,Северный,Сокол,4-к квартира
197.94,14.43,72.9,1.9,9,Новомосковский,Коммунарка,3-к квартира
426.18,20.84,48.9,1.2,32,Южный,Тульская,1-к квартира
200.0,11.2,56.0,2.1,4,Южный,Алма-Атинская,2-к квартира
541.01,60.81,112.4,1.3,13,Центральный,Шелепиха,3-к квартира
215.0,21.5,100.0,1.7,11,Южный,Царицыно,4-к квартира
262.18,5.06,19.3,0.3,6,Восточный,Авиамоторная,Квартира-студия
750.0,154.5,206.0,1.0,39,Западный,Минская,4-к квартира
305.56,22.0,72.0,0.3,30,Южный,Красногвардейская,3-к квартира
977.59,56.7,58.0,0.6,10,Западный,Кропоткинская,3-к квартира
403.75,16.15,40.0,0.7,36,Северный,Дмитровская,1-к квартира
234.18,11.92,50.9,1.3,33,Южный,Кантемировская,2-к квартира
347.69,9.77,28.1,0.8,24,Северо-западный,Спартак,Квартира-студия
391.89,14.5,37.0,0.6,9,Юго-западный,Новые Черёмушки,2-к квартира
255.72,8.72,34.1,1.3,33,Южный,Кантемировская,1-к квартира
209.51,16.3,77.8,0.5,14,Восточный,Новокосино,3-к квартира
484.13,22.27,46.0,1.2,46,Центральный,Серпуховская,1-к квартира
234.16,9.39,40.1,0.7,12,Новомосковский,Прокшино,2-к квартира
300.0,11.28,37.6,2.0,13,Юго-западный,Бунинская аллея,1-к квартира
291.79,5.69,19.5,0.9,5,Центральный,Курская,Апартаменты-студия
338.8,23.14,68.3,0.9,26,Южный,Нагатинская,3-к квартира
398.35,21.79,54.7,0.3,20,Западный,Фили,2-к квартира
378.85,10.57,27.9,0.8,21,Северный,Зорге,1-к квартира
275.07,19.86,72.2,1.3,33,Южный,Нагатинская,3-к квартира
242.63,10.7,44.1,2.6,33,Северный,Селигерская,1-к квартира
251.16,6.48,25.8,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
325.48,13.67,42.0,0.8,24,Северо-западный,Спартак,1-к квартира
286.5,10.4,36.3,0.8,22,Северный,Селигерская,1-к апартаменты
521.96,82.0,157.1,0.8,49,Северный,Аэропорт,3-к квартира
226.53,13.32,58.8,1.3,23,Южный,Кантемировская,2-к квартира
202.86,7.1,35.0,0.4,14,Южный,Царицыно,1-к квартира
951.2,71.34,75.0,0.7,7,Центральный,Спортивная,2-к апартаменты
312.5,8.0,25.6,1.1,21,Центральный,Рижская,Апартаменты-студия
214.84,19.98,93.0,0.6,23,Юго-восточный,Некрасовка,4-к квартира
230.0,11.5,50.0,2.9,9,Северо-восточный,Медведково,3-к квартира
215.33,5.9,27.4,2.1,17,Северо-восточный,Медведково,Квартира-студия
453.68,12.34,27.2,0.7,36,Северный,Дмитровская,1-к квартира
171.15,7.12,41.6,0.7,31,Юго-восточный,Нижегородская,1-к квартира
305.71,30.51,99.8,0.6,24,Западный,Багратионовская,3-к квартира
330.75,11.08,33.5,0.2,32,Северо-восточный,Бутырская,Квартира-студия
191.02,12.97,67.9,1.1,12,Новомосковский,Рассказовка,2-к квартира
373.12,15.41,41.3,1.1,13,Южный,Нагатинская,1-к квартира
146.1,5.99,41.0,2.0,14,Юго-восточный,Марьино,1-к квартира
206.02,15.41,74.8,1.3,33,Южный,Кантемировская,3-к квартира
254.23,6.61,26.0,0.7,12,Новомосковский,Прокшино,Квартира-студия
420.41,45.53,108.3,0.7,20,Северо-восточный,Алексеевская,3-к квартира
319.47,21.5,67.3,0.7,20,Северный,Хорошёво,3-к апартаменты
429.28,46.92,109.3,0.9,16,Южный,Автозаводская,4-к квартира
319.44,26.29,82.3,0.8,21,Северный,Зорге,3-к квартира
258.09,6.22,24.1,1.0,21,Юго-западный,Бунинская аллея,Квартира-студия
319.15,7.5,23.5,1.8,22,Новомосковский,Филатов луг,Квартира-студия
307.03,7.86,25.6,1.1,21,Центральный,Рижская,Апартаменты-студия
214.18,14.95,69.8,2.0,8,Новомосковский,Коммунарка,3-к квартира
